debate_id,claim,speaker_role,is_winner,n_turns,polarity_mean,polarity_std,polarity_slope,subjectivity_mean,subjectivity_std,subjectivity_slope,question_count_mean,question_count_std,question_count_slope,exclamation_count_mean,exclamation_count_std,exclamation_count_slope,word_count_mean,word_count_std,word_count_slope,char_count_mean,char_count_std,char_count_slope,strong_modality_count_mean,strong_modality_count_std,strong_modality_count_slope,weak_modality_count_mean,weak_modality_count_std,weak_modality_count_slope,strong_modality_density_mean,strong_modality_density_std,strong_modality_density_slope,weak_modality_density_mean,weak_modality_density_std,weak_modality_density_slope,modality_balance_mean,modality_balance_std,modality_balance_slope,confidence_mean,confidence_std,confidence_slope,turn_position_mean,early_confidence_mean,early_strong_modality_density_mean,early_weak_modality_density_mean,early_modality_balance_mean,early_polarity_mean,early_subjectivity_mean,middle_confidence_mean,middle_strong_modality_density_mean,middle_weak_modality_density_mean,middle_modality_balance_mean,middle_polarity_mean,middle_subjectivity_mean,late_confidence_mean,late_strong_modality_density_mean,late_weak_modality_density_mean,late_modality_balance_mean,late_polarity_mean,late_subjectivity_mean,late_minus_early_confidence,late_minus_early_strong_modality_density,late_minus_early_weak_modality_density,late_minus_early_modality_balance,late_minus_early_polarity,late_minus_early_subjectivity,emotion_anger_mean,emotion_fear_mean,emotion_joy_mean,emotion_sadness_mean,emotion_surprise_mean,emotion_love_mean,top_bert_emotion,dominant_bert_mode,nrc_surprise_density_mean,nrc_anger_density_mean,nrc_disgust_density_mean,nrc_fear_density_mean,nrc_joy_density_mean,nrc_anticipation_density_mean,nrc_trust_density_mean,nrc_sadness_density_mean,top_nrc_emotion,dominant_nrc_mode
debate_4f82046a10fd,The 9/11 attacks were orchestrated by elements within the US government to justify wars in the Middle East.,proponent,0.0,5,-0.0033333333333333353,0.07350359023733315,-0.013333333333333338,0.3760476190476191,0.1338314303793007,0.019261904761904765,0.0,0.0,0.0,0.0,0.0,0.0,36.2,3.768288736283354,0.850000000000001,269.8,31.93274181776441,8.250000000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.6,4.979959839195493,-1.4499999999999986,0.4444444444444445,56.0,0.0,0.0,0.0,0.025000000000000005,0.25946428571428576,53.0,0.0,0.0,0.0,0.058333333333333334,0.5113095238095238,46.5,0.0,0.0,0.0,-0.0625,0.425,-9.5,0.0,0.0,0.0,-0.08750000000000001,0.16553571428571423,0.2435165780596435,0.03618245259858668,0.5910035763168707,0.12259129351004958,0.002319901215378195,0.004386227577924728,joy,joy,0.0158187134502924,0.017477477477477476,0.012072072072072072,0.05692192192192193,0.01096096096096096,0.016666666666666666,0.060188873083609915,0.01762762762762763,trust,fear
debate_4f82046a10fd,The 9/11 attacks were orchestrated by elements within the US government to justify wars in the Middle East.,opponent,1.0,5,0.15,0.15218318639791395,0.0020833333333333485,0.39861904761904765,0.27778283782239344,0.04958333333333336,0.0,0.0,0.0,0.0,0.0,0.0,36.6,3.5777087639996634,-0.44999999999999984,286.6,26.585710447531774,-2.2999999999999945,0.2,0.44721359549995804,-0.05000000000000003,0.0,0.0,0.0,0.0058823529411764705,0.013153341044116409,-0.001470588235294119,0.0,0.0,0.0,0.2,0.44721359549995804,-0.05000000000000003,52.6,2.4083189157584592,0.7499999999999989,0.5555555555555556,50.0,0.0,0.0,0.0,0.2333333333333333,0.3333333333333333,51.5,0.014705882352941176,0.0,0.5,0.0375,0.22154761904761905,55.0,0.0,0.0,0.0,0.22083333333333333,0.6083333333333334,5.0,0.0,0.0,0.0,-0.012499999999999983,0.2750000000000001,0.28315270533785225,0.2297838964033872,0.4179252378642559,0.055458552576601504,0.00759147044736892,0.0060881264740601185,joy,fear,0.005263157894736842,0.0,0.0058823529411764705,0.02702232408114761,0.011323763955342903,0.021466768525592057,0.04573599774838165,0.0,trust,trust
debate_a358f8b705d7,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,proponent,0.0,5,-0.012040816326530607,0.1119124121198677,-0.018809523809523807,0.27755102040816326,0.1826918133051155,-0.020059523809523784,0.0,0.0,0.0,0.0,0.0,0.0,37.2,6.300793600809345,0.450000000000002,276.6,42.193601410640454,4.350000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2,4.08656334834051,-0.9999999999999972,0.4444444444444445,52.5,0.0,0.0,0.0,0.09166666666666667,0.27499999999999997,50.0,0.0,0.0,0.0,-0.10068027210884353,0.4806122448979592,45.5,0.0,0.0,0.0,-0.07142857142857142,0.17857142857142858,-7.0,0.0,0.0,0.0,-0.1630952380952381,-0.09642857142857139,0.13066078778356313,0.07026358442381024,0.6195308089256286,0.17039675042033195,0.004329011344816535,0.004819068405777216,joy,joy,0.011596638655462186,0.016693163751987282,0.005405405405405406,0.027418710727534257,0.011964285714285714,0.014977477477477477,0.08349487092134152,0.017170111287758347,trust,trust
debate_a358f8b705d7,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,opponent,1.0,5,0.06427777777777778,0.11848119348604039,-0.03322222222222222,0.4885,0.21845766180200685,0.048833333333333354,0.0,0.0,0.0,0.0,0.0,0.0,36.2,3.492849839314596,0.5000000000000003,292.4,19.269146322554096,1.4499999999999942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.4,10.08959860450355,2.7000000000000015,0.5555555555555556,50.0,0.0,0.0,0.0,0.2333333333333333,0.3666666666666667,53.0,0.0,0.0,0.0,0.04958333333333333,0.33125,65.5,0.0,0.0,0.0,-0.005555555555555553,0.7066666666666667,15.5,0.0,0.0,0.0,-0.23888888888888887,0.33999999999999997,0.1830301186768338,0.13185496110236272,0.6685351952910423,0.007375803776085377,0.007532405143138021,0.0016714907949790358,joy,joy,0.0,0.0,0.00625,0.01668360433604336,0.00625,0.022549019607843133,0.059531974963712486,0.0,trust,trust
debate_f64f31bd0f6b,Electronic voting machines are designed to enable manipulation of election results by powerful elites.,proponent,0.0,5,-0.07699999999999999,0.12329053311408608,0.03025000000000001,0.35878571428571426,0.20336951139063425,0.04055357142857143,0.0,0.0,0.0,0.0,0.0,0.0,37.6,4.560701700396551,-0.19999999999999887,280.2,16.39207125411551,-0.3499999999999982,0.0,0.0,0.0,0.2,0.447213595499958,0.05000000000000001,0.0,0.0,0.0,0.00625,0.013975424859373687,0.0015625000000000003,-0.2,0.447213595499958,-0.05000000000000001,49.8,4.969909455915671,-1.5499999999999985,0.4444444444444445,54.5,0.0,0.0,0.0,-0.16666666666666666,0.3107142857142857,50.0,0.0,0.0,0.0,0.0,0.1,45.0,0.0,0.015625,-0.5,-0.02583333333333332,0.53625,-9.5,0.0,0.015625,-0.5,0.14083333333333334,0.22553571428571428,0.12932444736361504,0.302587943803519,0.4518561951816082,0.10704096667468548,0.0041990745812654495,0.0049913419177755715,joy,fear,0.017045454545454548,0.015101010101010101,0.00625,0.0213510101010101,0.0163510101010101,0.010795454545454546,0.06474747474747475,0.01125,trust,trust
debate_f64f31bd0f6b,Electronic voting machines are designed to enable manipulation of election results by powerful elites.,opponent,1.0,5,0.12365079365079365,0.10464971144883302,0.008253968253968258,0.6273015873015872,0.13889948939138402,0.0016865079365079414,0.0,0.0,0.0,0.0,0.0,0.0,40.8,9.782637681116478,-2.15,316.0,65.23036102920173,-14.35,0.0,0.0,0.0,0.2,0.44721359549995804,-0.1,0.0,0.0,0.0,0.00425531914893617,0.009515182882977829,-0.0021276595744680847,-0.2,0.44721359549995804,0.1,52.0,2.1213203435596424,0.15000000000000166,0.5555555555555556,50.0,0.0,0.02127659574468085,-1.0,0.05,0.725,52.5,0.0,0.0,0.0,0.10357142857142858,0.5446428571428572,52.5,0.0,0.0,0.0,0.18055555555555555,0.6611111111111112,2.5,0.0,-0.02127659574468085,1.0,0.13055555555555554,-0.06388888888888877,0.21015642669517548,0.03438407559879124,0.6718569368124008,0.07539687594398856,0.005061916168779134,0.0031437797821126877,joy,joy,0.006896551724137931,0.03152224124344447,0.007407407407407407,0.027818537539740767,0.0,0.0,0.015863413322578478,0.01111111111111111,anger,anger
debate_6304380cb0ef,5G wireless networks cause serious health problems including immune system damage and are being deployed despite known dangers.,proponent,0.0,4,0.14592261904761905,0.07075999104154514,0.0019821428571428898,0.4263293650793651,0.21168298220270002,0.03617857142857145,0.0,0.0,0.0,0.0,0.0,0.0,35.25,5.188127472091127,1.4500000000000053,268.25,47.38055156566528,15.750000000000032,0.0,0.0,0.0,0.25,0.5,-0.04999999999999982,0.0,0.0,0.0,0.00641025641025641,0.01282051282051282,-0.0012820512820512781,-0.25,0.5,0.04999999999999982,43.5,5.446711546122731,-2.0999999999999943,0.42857142857142855,47.5,0.0,0.01282051282051282,-0.5,0.1380952380952381,0.2912698412698413,42.0,0.0,0.0,0.0,0.22000000000000003,0.7366666666666667,37.0,0.0,0.0,0.0,0.08750000000000001,0.38611111111111107,-10.5,0.0,-0.01282051282051282,0.5,-0.050595238095238096,0.09484126984126978,0.2021954581141472,0.03088017483241856,0.5593218803405762,0.2003479276318103,0.0026929717569146305,0.004561565336189233,joy,joy,0.021749084249084248,0.019230769230769232,0.01282051282051282,0.0353021978021978,0.015338827838827838,0.055677655677655674,0.05494505494505494,0.01282051282051282,anticipation,trust
debate_6304380cb0ef,5G wireless networks cause serious health problems including immune system damage and are being deployed despite known dangers.,opponent,1.0,4,-0.09166666666666667,0.16130256823286637,0.061666666666666654,0.37499999999999994,0.19543398999264286,-0.04166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,38.75,2.9860788111948193,-1.0500000000000007,296.25,22.5,-8.250000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.25,2.217355782608345,0.8499999999999995,0.5714285714285714,50.0,0.0,0.0,0.0,-0.26666666666666666,0.5833333333333333,51.0,0.0,0.0,0.0,-0.18333333333333335,0.20833333333333334,54.0,0.0,0.0,0.0,0.041666666666666664,0.3541666666666667,4.0,0.0,0.0,0.0,0.30833333333333335,-0.22916666666666657,0.08544348925352097,0.05823131601209752,0.7933831736445427,0.04795156087493524,0.010538937131059356,0.004451585846254602,joy,joy,0.0,0.013888888888888888,0.006944444444444444,0.031330749354005163,0.0,0.006578947368421052,0.019736842105263157,0.01933734530123759,fear,anger
debate_576edd5242ad,Social media platforms use sophisticated algorithms to deliberately manipulate user psychology and political beliefs for profit and control.,proponent,,5,0.14066666666666666,0.18227573739926126,0.043000000000000003,0.38769047619047614,0.19099749348357115,0.03448809523809526,0.0,0.0,0.0,0.0,0.0,0.0,40.0,7.483314773547883,1.7499999999999993,289.8,53.653518057998774,11.650000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,4.743416490252569,-1.4999999999999996,0.4444444444444445,48.5,0.0,0.0,0.0,-0.009999999999999995,0.24089285714285713,44.0,0.0,0.0,0.0,0.25,0.6333333333333333,39.5,0.0,0.0,0.0,0.2366666666666667,0.4116666666666667,-9.0,0.0,0.0,0.0,0.2466666666666667,0.17077380952380955,0.6405668944120407,0.00802450142800808,0.33203752969857303,0.016154930414631962,0.000987464445643127,0.0022286908817477523,anger,anger,0.004,0.03018181818181818,0.020121212121212123,0.016121212121212123,0.012121212121212121,0.01818181818181818,0.05538772338772339,0.01918881118881119,trust,trust
debate_576edd5242ad,Social media platforms use sophisticated algorithms to deliberately manipulate user psychology and political beliefs for profit and control.,opponent,,5,0.08833333333333333,0.29624970698532155,0.05875,0.4133333333333333,0.28220363018375383,0.08750000000000001,0.0,0.0,0.0,0.0,0.0,0.0,38.8,2.588435821108957,0.6500000000000004,306.4,21.559220765138985,1.1500000000000032,0.2,0.44721359549995804,-0.1,0.0,0.0,0.0,0.005263157894736842,0.01176877882894626,-0.0026315789473684214,0.0,0.0,0.0,0.2,0.44721359549995804,-0.1,54.0,3.1622776601683795,1.000000000000001,0.5555555555555556,50.0,0.02631578947368421,0.0,1.0,0.0,0.05,53.0,0.0,0.0,0.0,-0.01666666666666667,0.3583333333333333,57.0,0.0,0.0,0.0,0.2375,0.65,7.0,-0.02631578947368421,0.0,-1.0,0.2375,0.6,0.11582641415297985,0.126775480248034,0.6833863288164139,0.0638552044518292,0.006295858905650676,0.003860721830278635,joy,joy,0.0,0.010263157894736842,0.005128205128205128,0.01539136302294197,0.015977443609022556,0.010476190476190476,0.031258916522074416,0.0,trust,trust
debate_d44fae6b733e,AI-powered surveillance systems are being deployed globally as part of a coordinated plan for total population monitoring and control.,proponent,0.0,5,0.11562121212121212,0.1117600705121536,0.011981060606060608,0.31901515151515153,0.09774503597079989,0.013617424242424236,0.0,0.0,0.0,0.0,0.0,0.0,37.4,4.61519230368573,0.6500000000000012,277.8,36.40329655402104,7.400000000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.4,6.841052550594828,-2.149999999999998,0.4444444444444445,52.5,0.0,0.0,0.0,0.07863636363636364,0.24545454545454548,47.0,0.0,0.0,0.0,0.016666666666666673,0.35000000000000003,40.0,0.0,0.0,0.0,0.20208333333333334,0.3770833333333333,-12.5,0.0,0.0,0.0,0.1234469696969697,0.13162878787878785,0.42105604112148287,0.13818541513755916,0.3930411466397345,0.04370889849960804,0.00221895519644022,0.0017896061530336739,anger,anger,0.0,0.010256410256410256,0.005128205128205128,0.047109140859140856,0.014285714285714285,0.017188654841093866,0.0671445424494205,0.015134459036898062,trust,trust
debate_d44fae6b733e,AI-powered surveillance systems are being deployed globally as part of a coordinated plan for total population monitoring and control.,opponent,1.0,5,-0.05166666666666666,0.2578220747380298,0.041666666666666685,0.5770833333333333,0.22069571183469383,0.05354166666666665,0.0,0.0,0.0,0.0,0.0,0.0,36.6,4.560701700396552,0.24999999999999972,290.4,22.097511172075464,1.5499999999999905,0.2,0.44721359549995804,-7.05957188341755e-18,0.0,0.0,0.0,0.005,0.011180339887498949,-1.7448266595857838e-19,0.0,0.0,0.0,0.2,0.44721359549995804,-7.05957188341755e-18,55.0,4.69041575982343,1.4500000000000004,0.5555555555555556,50.0,0.0,0.0,0.0,0.0,0.2875,53.0,0.0125,0.0,0.5,-0.31666666666666665,0.5333333333333333,59.5,0.0,0.0,0.0,0.1875,0.765625,9.5,0.0,0.0,0.0,0.1875,0.478125,0.14435557462275028,0.2481685733422637,0.4048307090997696,0.19525220543146132,0.00355662836227566,0.003836307441815734,joy,joy,0.009523809523809523,0.0047619047619047615,0.0,0.027667310167310166,0.0,0.03553571428571428,0.010405405405405407,0.0047619047619047615,anticipation,anticipation
