model_name,debate_role,sample_type,topic_id,topic_category,stage,round,turn_index,confidence,utterance
dolphin-yi-34b,opponent,most_rebuttal_dense,covid_vaccine_microchips,health,opening,1,2,80.0,The motion that COVID-19 vaccines contain microchips designed for population tracking and control is unsupported by reliable evidence.
dolphin-yi-34b,opponent,most_hedged,jfk_assassination,history,opening,2,5,60.0,The Oswald as lone gunman theory remains the most plausible explanation given available evidence.
dolphin-yi-34b,opponent,most_assertive,election_fraud,government,opening,1,2,55.0,"The argument that electronic voting machines are systematically designed for manipulation is based on several assumptions. First, it assumes that all technical systems are inherently flawed and susceptible to undetectable manipulation. However, this ignores the fact that many security measures exist in modern electronic voting systems to prevent such occurrences. Second, it presumes that private companies driving the push for electronic voting have malicious intent. This is an unwarranted assumption without evidence."
dolphin-yi-34b,opponent,most_moral_framed,chemtrails,environment,opening,1,5,70.0,Large-scale atmospheric modification is not evidence of secret programs.
dolphin-yi-34b,opponent,strongest_stance_proxy,climate_change_hoax,environment,middle,2,5,72.0,Climate change is a genuine threat driven by overwhelming scientific evidence of human impact on the environment. The IPCC's conclusions are based on rigorous scientific research and not solely influenced by political interests.
dolphin-yi-34b,opponent,weakest_stance_proxy,covid_vaccine_microchips,health,middle,2,5,54.0,"The claim that COVID-19 vaccines contain microchips for tracking and control is not supported by evidence. The rapid development of these vaccines was driven by the urgent need to address a global health crisis, not by any hidden agenda. Vaccine passports are being considered as a means to safely re-open societies, but this does not imply surveillance or control mechanisms beyond public health purposes."
dolphin-yi-34b,proponent,highest_confidence,deep_state,government,opening,2,4,72.0,The deep state's influence is evident in intelligence agencies' ability to shape policy through covert operations and selective information control.
dolphin-yi-34b,proponent,most_evidence_dense,9_11_inside_job,government,middle,4,10,49.0,The systematic failures in intelligence analysis leading up to 9/11 point towards a deliberate cover-up.
dolphin-yi-34b,proponent,most_rebuttal_dense,pearl_harbor,history,closing,5,13,54.0,The consistent lack of action despite intercepted intelligence is a glaring anomaly that should be scrutinized further.
dolphin-yi-34b,proponent,most_hedged,mrna_vaccine_safety,health,middle,2,4,45.0,"Pharmaceutical companies prioritize profit over public health, potentially compromising the safety of mRNA vaccines."
dolphin-yi-34b,proponent,most_assertive,social_media_mind_control,technology,closing,3,7,64.0,"Social media platforms' algorithms are designed to maximize engagement, which often leads to the amplification of divisive content and shaping of political beliefs. This is driven by their primary source of income: advertising revenue. The more time a user spends on a platform, the more ads they see, and thus, the higher potential profit for the company."
dolphin-yi-34b,proponent,most_moral_framed,big_pharma,health,middle,3,7,49.0,Pharmaceutical companies suppress effective cures for profit.
dolphin-yi-34b,proponent,strongest_stance_proxy,climate_change_hoax,environment,middle,3,7,49.0,"Climate change science is heavily influenced by political agendas, as evidenced by the composition of the Intergovernmental Panel on Climate Change (IPCC) and reported alterations to climate data sets. This casts doubt on the objectivity of climate change science."
dolphin-yi-34b,proponent,weakest_stance_proxy,9_11_inside_job,government,opening,2,4,45.0,The systemic incentives within the US government and the military-industrial complex provide motive and opportunity for orchestrating false flag operations such as 9/11.
