debate_id,claim,speaker_role,phase,confidence,reply_to_turn,polarity,subjectivity,question_count,exclamation_count,word_count,char_count,strong_modality_count,weak_modality_count,strong_modality_density,weak_modality_density,modality_balance,nrc_sadness_count,nrc_sadness_density,nrc_joy_count,nrc_joy_density,nrc_disgust_count,nrc_disgust_density,nrc_trust_count,nrc_trust_density,nrc_anticipation_count,nrc_anticipation_density,nrc_fear_count,nrc_fear_density,nrc_surprise_count,nrc_surprise_density,nrc_anger_count,nrc_anger_density,emotion_anger,emotion_fear,emotion_joy,emotion_sadness,emotion_surprise,emotion_love,turn_position,tool_query
debate_0cb0c5a9f6b7,Rapid development timelines and limited long-term data make mRNA vaccines fundamentally untrustworthy compared to traditional vaccine methods.,proponent,late,38.0,8.0,0.0,0.022222222222222223,0.0,0.0,37.0,279.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02702702702702703,1.0,0.02702702702702703,1.0,0.02702702702702703,0.0,0.0,1.0,0.02702702702702703,2.0,0.05405405405405406,2.0,0.05405405405405406,1.0,0.02702702702702703,0.00799442920833826,0.0015990231186151505,0.9821596741676331,0.006123015191406012,0.0010304170427843928,0.001093473401851952,0.8571428571428571,
debate_0cb0c5a9f6b7,Rapid development timelines and limited long-term data make mRNA vaccines fundamentally untrustworthy compared to traditional vaccine methods.,proponent,middle,41.0,5.0,0.325,0.375,0.0,0.0,34.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.029411764705882353,2.0,0.058823529411764705,1.0,0.029411764705882353,2.0,0.058823529411764705,1.0,0.029411764705882353,1.0,0.029411764705882353,0.6617770791053772,0.06356257945299149,0.15898166596889496,0.10749030858278275,0.0038144823629409075,0.004373866133391857,0.5714285714285714,
debate_798f59985e5f,Water fluoridation is a deliberate government program to reduce cognitive function and increase population compliance.,opponent,early,50.0,1.0,0.13333333333333333,0.25555555555555554,0.0,0.0,31.0,224.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03225806451612903,0.0,0.0,0.0,0.0,3.0,0.0967741935483871,1.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.10502048581838608,0.16776755452156067,0.6609453558921814,0.05582377314567566,0.008277380838990211,0.002165463287383318,0.1111111111111111,
debate_798f59985e5f,Water fluoridation is a deliberate government program to reduce cognitive function and increase population compliance.,opponent,late,55.0,11.5,0.0,1.0,0.0,0.0,33.0,260.5,0.0,0.0,0.0,0.0,0.0,0.5,0.015151515151515152,0.0,0.0,0.5,0.015151515151515152,0.5,0.015151515151515152,0.5,0.015151515151515152,1.0,0.030303030303030304,0.0,0.0,1.0,0.030303030303030304,0.5013596024364233,0.015621495433151722,0.44881733041256666,0.02983178640715778,0.0016754587413743138,0.002694330643862486,0.8888888888888888,
debate_798f59985e5f,Water fluoridation is a deliberate government program to reduce cognitive function and increase population compliance.,opponent,middle,51.5,5.5,0.08333333333333333,0.45,0.0,0.0,40.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03723886422812939,0.05550976318772882,0.8835998177528381,0.013700979296118021,0.008168844447936863,0.001781827537342906,0.4444444444444444,
debate_798f59985e5f,Water fluoridation is a deliberate government program to reduce cognitive function and increase population compliance.,proponent,early,54.0,1.0,0.09375,0.2520833333333333,0.0,0.0,33.0,237.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0304147465437788,1.0,0.03225806451612903,0.0,0.0,0.5,0.016129032258064516,0.0,0.0,0.5374729484319687,0.26914088521152735,0.12619543075561523,0.043324828322511166,0.01796999527141452,0.005895905429497361,0.1111111111111111,
debate_798f59985e5f,Water fluoridation is a deliberate government program to reduce cognitive function and increase population compliance.,proponent,late,47.5,9.5,0.3625,0.49375,0.0,0.0,37.0,279.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0402046783625731,1.0,0.027777777777777776,0.5,0.013157894736842105,0.5,0.013888888888888888,0.0,0.0,1.5,0.0402046783625731,0.5,0.013157894736842105,1.0,0.027046783625730993,0.12521851807832718,0.023371370043605566,0.5667465031147003,0.27722375094890594,0.0025473430287092924,0.00489253387786448,0.7777777777777777,
debate_798f59985e5f,Water fluoridation is a deliberate government program to reduce cognitive function and increase population compliance.,proponent,middle,52.0,5.0,0.08333333333333333,0.2833333333333333,0.0,0.0,38.0,296.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02631578947368421,1.0,0.02631578947368421,1.0,0.02631578947368421,2.0,0.05263157894736842,1.0,0.02631578947368421,2.0,0.05263157894736842,1.0,0.02631578947368421,0.0,0.0,0.9694486260414124,0.006491454318165779,0.002121180994436145,0.020615383982658386,0.0006034496473148465,0.0007199161336757243,0.4444444444444444,
debate_67969f6bb40a,Pharmaceutical companies have suppressed cheap effective cures for cancer and other diseases to maintain profit from expensive treatments.,opponent,early,50.0,1.0,0.15,0.625,0.0,0.0,46.0,390.0,1.0,0.0,0.021739130434782608,0.0,1.0,1.0,0.021739130434782608,0.0,0.0,1.0,0.021739130434782608,0.0,0.0,0.0,0.0,2.0,0.043478260869565216,0.0,0.0,2.0,0.043478260869565216,0.0015142799820750952,0.003586866892874241,0.988139271736145,0.004153773188591003,0.001945084542967379,0.0006607479881495237,0.14285714285714285,
debate_67969f6bb40a,Pharmaceutical companies have suppressed cheap effective cures for cancer and other diseases to maintain profit from expensive treatments.,opponent,late,63.5,8.5,0.08125,0.5874999999999999,0.0,0.0,38.0,281.5,0.0,0.0,0.0,0.0,0.0,1.0,0.030303030303030304,0.0,0.0,1.0,0.026779422128259338,1.0,0.026779422128259338,0.0,0.0,1.5,0.04193093727977449,0.0,0.0,1.5,0.038407329105003524,0.06461888091871515,0.019148831721395254,0.8405837416648865,0.06795607833191752,0.004203573509585112,0.0034889205708168447,0.8571428571428572,
debate_67969f6bb40a,Pharmaceutical companies have suppressed cheap effective cures for cancer and other diseases to maintain profit from expensive treatments.,opponent,middle,51.0,4.0,0.1,0.4,0.0,0.0,33.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017339235171675682,0.006279004272073507,0.9529275894165039,0.016020579263567924,0.004255994223058224,0.0031776882242411375,0.42857142857142855,
debate_67969f6bb40a,Pharmaceutical companies have suppressed cheap effective cures for cancer and other diseases to maintain profit from expensive treatments.,proponent,early,54.0,1.0,0.23849206349206348,0.5928571428571429,0.0,0.0,35.0,276.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.01282051282051282,0.5,0.016129032258064516,1.0,0.028949545078577336,0.5,0.01282051282051282,0.0,0.0,0.5,0.01282051282051282,0.0006786443118471652,0.0005291409906931221,0.995538204908371,0.001824704057071358,0.000422405923018232,0.0010069237614516169,0.14285714285714285,
debate_67969f6bb40a,Pharmaceutical companies have suppressed cheap effective cures for cancer and other diseases to maintain profit from expensive treatments.,proponent,late,53.0,8.0,0.14305555555555557,0.5222222222222223,0.0,0.0,50.0,388.0,1.0,1.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,2.0,0.04,1.0,0.02,1.0,0.02,3.0,0.06,0.0,0.0,3.0,0.06,0.09400931000709534,0.009112752042710781,0.7202891707420349,0.16957922279834747,0.002394166076555848,0.004615344572812319,0.8571428571428571,
debate_67969f6bb40a,Pharmaceutical companies have suppressed cheap effective cures for cancer and other diseases to maintain profit from expensive treatments.,proponent,middle,54.0,5.0,0.0650793650793651,0.4380952380952381,0.0,0.0,39.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02564102564102564,2.0,0.05128205128205128,2.0,0.05128205128205128,1.0,0.02564102564102564,3.0,0.07692307692307693,1.0,0.02564102564102564,4.0,0.10256410256410256,0.04182378947734833,0.0028182680252939463,0.9358593225479126,0.016350310295820236,0.0013519760686904192,0.0017962330020964146,0.5714285714285714,
debate_b53ba6d3f5c1,The Apollo moon landings were staged by NASA and the US government to win the Space Race against the Soviet Union.,opponent,early,50.0,1.0,0.55,0.5,0.0,0.0,40.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.025,0.15063218772411346,0.22872264683246613,0.4566779136657715,0.145272359251976,0.013613452203571796,0.005081361159682274,0.1111111111111111,
debate_b53ba6d3f5c1,The Apollo moon landings were staged by NASA and the US government to win the Space Race against the Soviet Union.,opponent,late,55.0,11.5,0.2129960317460317,0.5034722222222222,0.0,0.0,49.5,382.5,0.0,0.0,0.0,0.0,0.0,0.5,0.008928571428571428,0.5,0.008928571428571428,0.5,0.008928571428571428,4.5,0.08575581395348837,0.5,0.008928571428571428,1.5,0.032184385382059796,0.0,0.0,1.0,0.020556478405315614,0.5383485779166222,0.04435121826827526,0.2212340235710144,0.1859003221616149,0.003456984763033688,0.006708932342007756,0.8888888888888888,
debate_b53ba6d3f5c1,The Apollo moon landings were staged by NASA and the US government to win the Space Race against the Soviet Union.,opponent,middle,51.5,5.5,0.26666666666666666,0.5041666666666667,0.0,0.0,45.5,331.5,0.0,0.0,0.0,0.0,0.0,0.5,0.011627906976744186,0.5,0.010416666666666666,1.0,0.02204457364341085,1.5,0.03246124031007752,0.0,0.0,0.5,0.010416666666666666,0.5,0.011627906976744186,1.5,0.03246124031007752,0.34088942036032677,0.6160947531461716,0.014035011641681194,0.017577805556356907,0.009847513167187572,0.0015555208665318787,0.4444444444444444,
debate_b53ba6d3f5c1,The Apollo moon landings were staged by NASA and the US government to win the Space Race against the Soviet Union.,proponent,early,56.0,1.0,-0.39999999999999997,0.6,0.0,0.0,31.0,223.0,0.0,0.0,0.0,0.0,0.0,0.5,0.016666666666666666,0.0,0.0,0.5,0.016666666666666666,1.0,0.03229166666666666,0.5,0.015625,1.5,0.04895833333333333,0.5,0.016666666666666666,0.5,0.016666666666666666,0.06220587808638811,0.24113722634501755,0.6304039508104324,0.037289573810994625,0.023422938771545887,0.005540466052480042,0.1111111111111111,
debate_b53ba6d3f5c1,The Apollo moon landings were staged by NASA and the US government to win the Space Race against the Soviet Union.,proponent,late,56.5,9.5,-0.041666666666666664,0.3541666666666667,0.0,0.0,38.0,274.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.01282051282051282,0.0,0.0,1.0,0.02702702702702703,0.5,0.013513513513513514,0.5,0.013513513513513514,0.3550969520583749,0.10359079262707382,0.4993416126817465,0.03538625035434961,0.002672091650310904,0.003912314656190574,0.7777777777777777,
debate_b53ba6d3f5c1,The Apollo moon landings were staged by NASA and the US government to win the Space Race against the Soviet Union.,proponent,middle,55.0,5.0,0.2875,0.3125,0.0,0.0,32.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.0,0.0,1.0,0.03125,0.0,0.0,0.0,0.0,0.001003968995064497,0.0007067290716804564,0.9941949248313904,0.002246292307972908,0.0007677038083784282,0.0010803601471707225,0.4444444444444444,
debate_4f82046a10fd,The 9/11 attacks were orchestrated by elements within the US government to justify wars in the Middle East.,opponent,early,50.0,1.0,0.2333333333333333,0.3333333333333333,0.0,0.0,42.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.047619047619047616,2.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.32244569063186646,0.3775607943534851,0.1556859016418457,0.11935566365718842,0.014130913652479649,0.010820985771715641,0.1111111111111111,
debate_4f82046a10fd,The 9/11 attacks were orchestrated by elements within the US government to justify wars in the Middle East.,opponent,late,55.0,11.5,0.22083333333333333,0.6083333333333334,0.0,0.0,35.5,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.028309409888357256,0.0,0.0,3.0,0.08492822966507177,0.5,0.015151515151515152,0.5,0.015151515151515152,0.5,0.013157894736842105,0.0,0.0,0.5129532739520073,0.06592283211648464,0.3568533640354872,0.05383644066751003,0.004092889197636396,0.006341232219710946,0.8888888888888888,
debate_4f82046a10fd,The 9/11 attacks were orchestrated by elements within the US government to justify wars in the Middle East.,opponent,middle,51.5,5.5,0.0375,0.22154761904761905,0.0,0.0,35.0,277.5,0.5,0.0,0.014705882352941176,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.014705882352941176,1.0,0.029411764705882353,0.5,0.014705882352941176,1.0,0.028594771241830064,0.0,0.0,0.0,0.0,0.03370564407669008,0.3197565117152408,0.6101167798042297,0.025132108945399523,0.00782033009454608,0.003468591079581529,0.4444444444444444,
debate_4f82046a10fd,The 9/11 attacks were orchestrated by elements within the US government to justify wars in the Middle East.,proponent,early,56.0,1.0,0.025000000000000005,0.25946428571428576,0.0,0.0,33.0,236.5,0.0,0.0,0.0,0.0,0.0,1.0,0.030555555555555555,0.5,0.013888888888888888,0.5,0.016666666666666666,1.5,0.04444444444444444,1.5,0.041666666666666664,2.5,0.07777777777777778,0.5,0.013888888888888888,0.5,0.016666666666666666,0.0521561736240983,0.011744280345737934,0.7417495548725128,0.1838730163872242,0.002956113312393427,0.0075209056958556175,0.1111111111111111,
debate_4f82046a10fd,The 9/11 attacks were orchestrated by elements within the US government to justify wars in the Middle East.,proponent,late,46.5,9.5,-0.0625,0.425,0.0,0.0,37.5,289.0,0.0,0.0,0.0,0.0,0.0,0.5,0.013513513513513514,0.5,0.013513513513513514,0.5,0.013513513513513514,3.5,0.09352773826458037,0.0,0.0,1.0,0.02702702702702703,0.5,0.013157894736842105,1.0,0.02702702702702703,0.4412225221749395,0.05742799548897892,0.49280940840253606,0.0067232155706733465,0.0008985195599962026,0.000918335048481822,0.7777777777777777,
debate_4f82046a10fd,The 9/11 attacks were orchestrated by elements within the US government to justify wars in the Middle East.,proponent,middle,53.0,5.0,0.058333333333333334,0.5113095238095238,0.0,0.0,40.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.025,0.0,0.0,3.0,0.075,1.0,0.025,0.0,0.0,0.2308254987001419,0.04256771132349968,0.485899955034256,0.23176400363445282,0.0038902403321117163,0.005052656400948763,0.4444444444444444,
debate_a358f8b705d7,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,opponent,early,50.0,1.0,0.2333333333333333,0.3666666666666667,0.0,0.0,38.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.894524872303009,0.005922752898186445,0.08169510215520859,0.012856679037213326,0.002043569926172495,0.0029570695478469133,0.1111111111111111,
debate_a358f8b705d7,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,opponent,late,65.5,11.5,-0.005555555555555553,0.7066666666666667,0.0,0.0,38.5,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.07655826558265583,1.5,0.041666666666666664,1.0,0.0260840108401084,0.0,0.0,0.0,0.0,0.008287733071483672,0.325846082996577,0.6374768763780594,0.009607581654563546,0.017304359702393413,0.0014774101437069476,0.8888888888888888,
debate_a358f8b705d7,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,opponent,middle,53.0,5.5,0.04958333333333333,0.33125,0.0,0.0,33.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.015625,0.5,0.015625,1.5,0.04595588235294118,0.5,0.014705882352941176,0.5,0.015625,0.0,0.0,0.0,0.0,0.002025127469096333,0.0008299433102365583,0.9930135607719421,0.002403588267043233,0.000504868192365393,0.0012227820698171854,0.4444444444444444,
debate_a358f8b705d7,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,proponent,early,52.5,1.0,0.09166666666666667,0.27499999999999997,0.0,0.0,33.5,251.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.029910714285714284,0.0,0.0,3.0,0.08973214285714286,0.0,0.0,1.0,0.029910714285714284,0.5,0.014285714285714285,0.0,0.0,0.05299138417467475,0.015352306189015508,0.9001189470291138,0.025994915515184402,0.0022689007164444774,0.003273541107773781,0.1111111111111111,
debate_a358f8b705d7,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,proponent,late,45.5,9.5,-0.07142857142857142,0.17857142857142858,0.0,0.0,35.5,268.5,0.0,0.0,0.0,0.0,0.0,1.5,0.04292527821939587,0.0,0.0,0.5,0.013513513513513514,3.5,0.0981717011128776,1.0,0.02702702702702703,1.0,0.02821939586645469,0.5,0.014705882352941176,1.5,0.04173290937996821,0.20162086188793182,0.14439750835299492,0.4243575185537338,0.21662853099405766,0.006911858916282654,0.006083731772378087,0.7777777777777777,
debate_a358f8b705d7,An unelected 'deep state' of bureaucrats and intelligence agencies actually controls government policy regardless of elected officials.,proponent,middle,50.0,5.0,-0.10068027210884353,0.4806122448979592,0.0,0.0,48.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.041666666666666664,1.0,0.020833333333333332,1.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.14407944679260254,0.031818293035030365,0.4487011134624481,0.36673685908317566,0.003283537458628416,0.005380796268582344,0.4444444444444444,
debate_f64f31bd0f6b,Electronic voting machines are designed to enable manipulation of election results by powerful elites.,opponent,early,50.0,1.0,0.05,0.725,0.0,0.0,47.0,361.0,0.0,1.0,0.0,0.02127659574468085,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02127659574468085,0.0,0.0,1.0,0.02127659574468085,0.821017324924469,0.053224049508571625,0.06670741736888885,0.05100565403699875,0.0037062373012304306,0.004339270759373903,0.1111111111111111,
debate_f64f31bd0f6b,Electronic voting machines are designed to enable manipulation of election results by powerful elites.,opponent,late,52.5,11.5,0.18055555555555555,0.6611111111111112,0.0,0.0,33.5,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.030399274047186932,0.0,0.0,0.5,0.017241379310344827,0.5,0.017241379310344827,0.5,0.017241379310344827,0.010622876696288586,0.005363465170376003,0.9751769304275513,0.0055181244388222694,0.001500237500295043,0.0018183697247877717,0.8888888888888888,
debate_f64f31bd0f6b,Electronic voting machines are designed to enable manipulation of election results by powerful elites.,opponent,middle,52.5,5.5,0.10357142857142858,0.5446428571428572,0.0,0.0,45.0,338.5,0.0,0.0,0.0,0.0,0.0,1.5,0.027777777777777776,0.0,0.0,1.0,0.018518518518518517,0.5,0.009259259259259259,0.0,0.0,2.0,0.041666666666666664,0.0,0.0,2.5,0.05092592592592592,0.10425952757941559,0.05398469907231629,0.6711117029190063,0.15747123840264976,0.009301434271037579,0.0038714443508069962,0.4444444444444444,
debate_f64f31bd0f6b,Electronic voting machines are designed to enable manipulation of election results by powerful elites.,proponent,early,54.5,1.0,-0.16666666666666666,0.3107142857142857,0.0,0.0,40.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.025252525252525252,0.0,0.0,2.0,0.047979797979797977,0.5,0.011363636363636364,1.0,0.025252525252525252,0.5,0.011363636363636364,1.0,0.025252525252525252,0.08210579119622707,0.7178121209144592,0.13779724948108196,0.05010413844138384,0.0059809727827087045,0.006199701048899442,0.1111111111111111,
debate_f64f31bd0f6b,Electronic voting machines are designed to enable manipulation of election results by powerful elites.,proponent,late,45.0,9.5,-0.02583333333333332,0.53625,0.0,0.0,36.0,276.0,0.0,0.5,0.0,0.015625,-0.5,1.0,0.028125,0.5,0.015625,0.5,0.015625,3.5,0.1,0.5,0.015625,1.0,0.028125,1.0,0.03125,0.5,0.0125,0.23216205462813377,0.03665517084300518,0.5247342735528946,0.19769203662872314,0.003595832851715386,0.0051605841144919395,0.7777777777777777,
debate_f64f31bd0f6b,Electronic voting machines are designed to enable manipulation of election results by powerful elites.,proponent,middle,50.0,5.0,0.0,0.1,0.0,0.0,36.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018086545169353485,0.004005135502666235,0.9342179298400879,0.039612483233213425,0.0018417616374790668,0.0022361392620950937,0.4444444444444444,
debate_6304380cb0ef,5G wireless networks cause serious health problems including immune system damage and are being deployed despite known dangers.,opponent,early,50.0,1.0,-0.26666666666666666,0.5833333333333333,0.0,0.0,43.0,325.0,0.0,0.0,0.0,0.0,0.0,1.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.04920567199587822,0.02647818997502327,0.8459024429321289,0.07380454987287521,0.002510642632842064,0.00209850468672812,0.14285714285714285,
debate_6304380cb0ef,5G wireless networks cause serious health problems including immune system damage and are being deployed despite known dangers.,opponent,late,54.0,8.5,0.041666666666666664,0.3541666666666667,0.0,0.0,37.0,282.5,0.0,0.0,0.0,0.0,0.0,0.5,0.013888888888888888,0.0,0.0,0.5,0.013888888888888888,1.5,0.039473684210526314,0.0,0.0,1.0,0.027777777777777776,0.0,0.0,1.0,0.027777777777777776,0.14245596923865378,0.07907378202071413,0.7415022701025009,0.03061187535058707,0.002338204678380862,0.004017978149931878,0.8571428571428572,
