model_name,debate_role,metric,mean,ci_low,ci_high,n
gemma3:27b,moderator,semantic_similarity_prev_opponent_turn,0.0,0.0,0.0,0
gemma3:27b,moderator,novelty_vs_prev_turn_lexical,0.897376395052557,0.8810965396422669,0.9145521834071311,5
gemma3:27b,moderator,novelty_vs_prev_turn_semantic,0.4261640964140427,0.3812630844032565,0.4681883092758075,5
gemma3:27b,moderator,novelty_vs_prev_opponent_turn_lexical,1.0,1.0,1.0,5
gemma3:27b,moderator,novelty_vs_prev_opponent_turn_semantic,0.0,0.0,0.0,0
gemma3:27b,opponent,confidence,50.8,49.2,52.8,5
gemma3:27b,opponent,confidence_delta_within_role,1.0,-1.0,2.0,4
gemma3:27b,opponent,word_count,30.4,26.6,35.2,5
gemma3:27b,opponent,avg_sentence_length,30.4,26.6,34.2,5
gemma3:27b,opponent,lemma_type_token_ratio,0.9573099415204679,0.9251461988304094,0.9894736842105264,5
gemma3:27b,opponent,vader_compound,-0.37372,-0.6512800000000001,-0.03340000000000003,5
gemma3:27b,opponent,evidence_density_per_1k_words,19.813519813519815,0.0,42.919580419580385,5
gemma3:27b,opponent,rebuttal_density_per_1k_words,22.507122507122507,7.407407407407407,37.6068376068376,5
gemma3:27b,opponent,hedge_density_per_1k_words,5.128205128205129,0.0,15.384615384615387,5
gemma3:27b,opponent,assertive_density_per_1k_words,0.0,0.0,0.0,5
gemma3:27b,opponent,strong_modal_density_per_1k_words,0.0,0.0,0.0,5
gemma3:27b,opponent,weak_modal_density_per_1k_words,0.0,0.0,0.0,5
gemma3:27b,opponent,moral_density_per_1k_words,5.466839928438832,4.697469274024071,6.010195320480721,5
gemma3:27b,opponent,stance_proxy_score,0.2,0.0,0.6,5
gemma3:27b,opponent,assertiveness_balance,-0.005128205128205128,-0.015384615384615385,0.0,5
gemma3:27b,opponent,modality_balance,0.0,0.0,0.0,5
gemma3:27b,opponent,lexical_overlap_prev_other_turn,0.1430566462800346,0.11488779419813903,0.17122549836193013,5
gemma3:27b,opponent,semantic_similarity_prev_other_turn,0.5666911956419411,0.47768679929384456,0.6565108611540418,5
gemma3:27b,opponent,lexical_overlap_prev_opponent_turn,0.1430566462800346,0.11488779419813902,0.17122549836193013,5
gemma3:27b,opponent,semantic_similarity_prev_opponent_turn,0.5666911956419411,0.47768679929384456,0.6603261828936761,5
gemma3:27b,opponent,novelty_vs_prev_turn_lexical,0.8569433537199653,0.8309939474707092,0.8859058565955117,5
gemma3:27b,opponent,novelty_vs_prev_turn_semantic,0.4333088043580588,0.34376089483712713,0.5231284698701593,5
gemma3:27b,opponent,novelty_vs_prev_opponent_turn_lexical,0.8569433537199653,0.8296082514298407,0.8851320470717022,5
gemma3:27b,opponent,novelty_vs_prev_opponent_turn_semantic,0.4333088043580588,0.34348913884595833,0.5231284698701593,5
