model_name,metric,paired_runs,paired_gap_mean,paired_gap_ci_low,paired_gap_ci_high,paired_gap_median,paired_gap_q10,paired_gap_q90,paired_gap_positive_rate
dolphin-yi-34b,hedge_density_per_1k_words,40,-0.13665055158323228,-2.2858696474057543,1.4255405956752345,0.0,0.0,0.0,0.075
gemma3:27b,hedge_density_per_1k_words,40,2.6821427280015397,0.5291750777647284,4.948330372857551,0.0,-5.3614926739926725,12.352128872411289,0.45
dolphin-yi-34b,assertive_density_per_1k_words,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,assertive_density_per_1k_words,40,0.1736111111111111,0.0,0.5208333333333334,0.0,0.0,0.0,0.025
dolphin-yi-34b,strong_modal_density_per_1k_words,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,strong_modal_density_per_1k_words,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dolphin-yi-34b,weak_modal_density_per_1k_words,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,weak_modal_density_per_1k_words,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dolphin-yi-34b,moral_density_per_1k_words,40,3.311996293803733,2.316731847695063,4.439534326271396,2.848064561601217,0.28149952159528857,6.406894330015642,0.9
gemma3:27b,moral_density_per_1k_words,40,0.30649623968932727,0.10320986326090392,0.4828033505678633,0.2970975157554623,-0.5181677701467033,0.9719517692977707,0.775
dolphin-yi-34b,stance_proxy_score,40,-0.04916666666666666,-0.20417708333333331,0.10214583333333328,0.0,-0.5166666666666666,0.3000000000000007,0.175
gemma3:27b,stance_proxy_score,40,-0.1841666666666667,-0.35001041666666666,-0.02833333333333333,0.0,-1.0,0.4200000000000003,0.25
dolphin-yi-34b,assertiveness_balance,40,0.00013665055158323253,-0.0014658812729498132,0.002169590577638312,0.0,0.0,0.0,0.025
gemma3:27b,assertiveness_balance,40,-0.0025085316168904277,-0.00475330561849213,-0.0003630223842601938,0.0,-0.012352128872411276,0.0067603785103785095,0.225
dolphin-yi-34b,modality_balance,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma3:27b,modality_balance,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dolphin-yi-34b,lexical_overlap_prev_other_turn,40,-0.22123442951096867,-0.2614670422846821,-0.18306302745083988,-0.2081942068772191,-0.39250765806816085,-0.08342415507885685,0.0
gemma3:27b,lexical_overlap_prev_other_turn,40,-0.07745303698920336,-0.08644406368076016,-0.06792754217538786,-0.07807136174786675,-0.11407693018864741,-0.04240187604406312,0.0
dolphin-yi-34b,semantic_similarity_prev_other_turn,35,-0.11960034107800287,-0.15481364015908539,-0.08429224779622342,-0.14354628621178167,-0.22254284167716218,0.03545454198479965,0.14285714285714285
gemma3:27b,semantic_similarity_prev_other_turn,40,-0.13498662074660078,-0.15804057662796595,-0.1151194731171328,-0.13702309951308278,-0.21373896677977355,-0.05700671776112426,0.025
dolphin-yi-34b,lexical_overlap_prev_opponent_turn,40,-0.14808955810342833,-0.18584725373240185,-0.11628291389331238,-0.10415630422209368,-0.26258103627924595,-0.0535236760634132,0.0
gemma3:27b,lexical_overlap_prev_opponent_turn,40,-0.0814971876286271,-0.09010366210920125,-0.07195838345863234,-0.08447863104161323,-0.12267110594856405,-0.04492518877925348,0.0
dolphin-yi-34b,semantic_similarity_prev_opponent_turn,35,-0.053451176061492196,-0.07904881628793463,-0.03215061270642551,-0.03176438031699058,-0.13339452336151958,0.002772364970564196,0.14285714285714285
gemma3:27b,semantic_similarity_prev_opponent_turn,40,-0.14840015872495999,-0.17213442372336876,-0.12170641232824907,-0.15655517821905038,-0.25120384532899787,-0.043909717569541214,0.025
dolphin-yi-34b,novelty_vs_prev_turn_lexical,40,0.22123442951096867,0.18136303737560908,0.2626639799897192,0.20819420687721907,0.08342415507885698,0.3925076580681608,1.0
gemma3:27b,novelty_vs_prev_turn_lexical,40,0.07745303698920339,0.06855262538972787,0.08718454802864824,0.07807136174786683,0.04240187604406315,0.11407693018864748,1.0
dolphin-yi-34b,novelty_vs_prev_turn_semantic,35,0.11960034107800287,0.08430767185622286,0.15444301324384327,0.14354628621178164,-0.0354545419847997,0.22254284167716226,0.8571428571428571
gemma3:27b,novelty_vs_prev_turn_semantic,40,0.13498662074660084,0.11411999439613701,0.1569090095713411,0.13702309951308278,0.0570067177611244,0.21373896677977355,0.975
dolphin-yi-34b,novelty_vs_prev_opponent_turn_lexical,40,0.14808955810342833,0.11923267496344565,0.18339207896678927,0.10415630422209371,0.053523676063413315,0.262581036279246,1.0
gemma3:27b,novelty_vs_prev_opponent_turn_lexical,40,0.0814971876286271,0.07175350274312095,0.09123504547185356,0.0844786310416133,0.04492518877925352,0.12267110594856409,1.0
dolphin-yi-34b,novelty_vs_prev_opponent_turn_semantic,35,0.053451176061492196,0.03221063295707214,0.07708986278595552,0.03176438031699058,-0.0027723649705641102,0.13339452336151963,0.8285714285714286
gemma3:27b,novelty_vs_prev_opponent_turn_semantic,40,0.14840015872495999,0.12373560853645493,0.17131987446888225,0.15655517821905032,0.0439097175695413,0.2512038453289978,0.975
