model_name,metric,proponent_mean,opponent_mean,proponent_n,opponent_n,role_gap,role_gap_ci_low,role_gap_ci_high,effect_size_d
gemma3:27b,rebuttal_density_per_1k_words,1.8016727799965981,2.721020582717187,362,355,-0.919347802720589,-2.1869863795760502,0.29002990573382176,-0.11415073630696643
dolphin-yi-34b,hedge_density_per_1k_words,1.6962050834485711,2.0238278477931617,329,334,-0.3276227643445906,-1.682851563022228,1.0763429736055363,-0.036355370911319566
gemma3:27b,hedge_density_per_1k_words,6.36488417994783,3.822876676039948,362,355,2.542007503907882,0.8269498337956516,4.213451468342441,0.2174080461453013
dolphin-yi-34b,assertive_density_per_1k_words,0.0,0.0,329,334,0.0,0.0,0.0,0.0
gemma3:27b,assertive_density_per_1k_words,0.15566079101990707,0.06550933508024893,362,355,0.09015145593965813,-0.13101867016049787,0.3274924936143043,0.052570682085224224
dolphin-yi-34b,strong_modal_density_per_1k_words,0.0,0.0,329,334,0.0,0.0,0.0,0.0
gemma3:27b,strong_modal_density_per_1k_words,0.0,0.0,362,355,0.0,0.0,0.0,0.0
dolphin-yi-34b,weak_modal_density_per_1k_words,0.0,0.0,329,334,0.0,0.0,0.0,0.0
gemma3:27b,weak_modal_density_per_1k_words,0.0,0.0,362,355,0.0,0.0,0.0,0.0
dolphin-yi-34b,moral_density_per_1k_words,8.776184841585433,5.387279336565973,329,334,3.3889055050194603,2.9792791106191996,3.828990507477924,1.2409069685609324
gemma3:27b,moral_density_per_1k_words,4.89203546555526,4.768201776026702,362,355,0.12383368952855811,-0.02123417543614746,0.28823887384315344,0.11490932143063047
dolphin-yi-34b,stance_proxy_score,0.030395136778115502,0.09580838323353294,329,334,-0.06541324645541743,-0.13414470451194874,-0.002155870629561606,-0.1590498811356542
gemma3:27b,stance_proxy_score,-0.15193370165745856,0.05070422535211268,362,355,-0.20263792700957123,-0.2858390397634425,-0.12458174461131429,-0.36639872548296226
dolphin-yi-34b,assertiveness_balance,-0.0016962050834485706,-0.0020238278477931614,329,334,0.00032762276434459073,-0.0010236937182739453,0.001664307742331828,0.03635537091131958
gemma3:27b,assertiveness_balance,-0.006209223388927922,-0.003757367340959699,362,355,-0.002451856047968223,-0.004149225218191243,-0.0006349759015411515,-0.20656219494017145
dolphin-yi-34b,modality_balance,0.0,0.0,329,334,0.0,0.0,0.0,0.0
gemma3:27b,modality_balance,0.0,0.0,362,355,0.0,0.0,0.0,0.0
dolphin-yi-34b,lexical_overlap_prev_other_turn,0.0754221468300843,0.22489920906527885,329,334,-0.14947706223519455,-0.16876128837550744,-0.1290623756188113,-1.1793776863837346
gemma3:27b,lexical_overlap_prev_other_turn,0.049035755069357756,0.14847715925124164,362,355,-0.09944140418188388,-0.1082685745799987,-0.09100778657522957,-1.64539062165165
dolphin-yi-34b,semantic_similarity_prev_other_turn,0.6089217116465488,0.6913597364693957,249,334,-0.0824380248228469,-0.10404975517799182,-0.06424460638728206,-0.654300873432783
gemma3:27b,semantic_similarity_prev_other_turn,0.5356049763993395,0.6666611814977333,282,355,-0.13105620509839389,-0.14675739234232255,-0.11476080013410453,-1.2025524616388226
dolphin-yi-34b,lexical_overlap_prev_opponent_turn,0.13393454696540127,0.22489920906527885,329,334,-0.09096466209987758,-0.11311170567480505,-0.06613422232138592,-0.5945078344067608
gemma3:27b,lexical_overlap_prev_opponent_turn,0.04802523075238749,0.14847715925124164,362,355,-0.10045192849885415,-0.10891755932658354,-0.09122312522653982,-1.564278441067451
dolphin-yi-34b,semantic_similarity_prev_opponent_turn,0.6693668919413357,0.6913597364693957,249,334,-0.02199284452806005,-0.04474791893853411,0.0022347882372107607,-0.15321287997243818
gemma3:27b,semantic_similarity_prev_opponent_turn,0.5143104055879592,0.6666611814977333,282,355,-0.1523507759097742,-0.172285893153009,-0.1321439393893916,-1.266439910112512
dolphin-yi-34b,novelty_vs_prev_turn_lexical,0.9245778531699157,0.7751007909347212,329,334,0.14947706223519452,0.12992187161059543,0.16866907238736312,1.1793776863837344
gemma3:27b,novelty_vs_prev_turn_lexical,0.9504661827553309,0.8515228407487584,362,355,0.09894334200657251,0.08944143683812598,0.10800296750107212,1.6260384045412026
dolphin-yi-34b,novelty_vs_prev_turn_semantic,0.3910782883534511,0.30864026353060425,249,334,0.08243802482284684,0.06405788743535647,0.10044212967963673,0.6543008734327825
gemma3:27b,novelty_vs_prev_turn_semantic,0.4638850660045658,0.33333881850226665,282,355,0.13054624750229915,0.11422285174142457,0.14714799194465003,1.1943925614339939
dolphin-yi-34b,novelty_vs_prev_opponent_turn_lexical,0.8660654530345989,0.7751007909347212,329,334,0.09096466209987775,0.06549484470076315,0.11257303674853902,0.5945078344067618
gemma3:27b,novelty_vs_prev_opponent_turn_lexical,0.9519747692476126,0.8515228407487584,362,355,0.1004519284988542,0.09045792990505498,0.1104774124925161,1.564278441067452
dolphin-yi-34b,novelty_vs_prev_opponent_turn_semantic,0.33063310805866436,0.30864026353060425,249,334,0.021992844528060107,-0.0021243178615218124,0.04610590575411894,0.15321287997243857
gemma3:27b,novelty_vs_prev_opponent_turn_semantic,0.48568959441204085,0.33333881850226665,282,355,0.1523507759097742,0.13368555684380584,0.1697814904033339,1.2664399101125121
